mission_Fruit_12,상자를 채워봐요(2/3),Let's fill the boxes (2/3),让我们填满盒子（2/3）,填裝箱子(2/3),箱を埋めよう（2/3）,Füllen wir die Boxen (2/3),,,,,,,,,,,,,
mission_Fruit_13,상자를 채워봐요(3/3),Let's fill the boxes (3/3),让我们填满盒子（3/3）,填裝箱子(3/3),箱を埋めよう（3/3）,Füllen wir die Boxen (3/3),,,,,,,,,,,,,
mission_Fruit_14,벌꿀을 만들어요,Make the honey,制作蜂蜜,製作蜂蜜,蜂蜜を作る,Mache den Honig,,,,,,,,,,,,,
mission_Fruit_15,과일잼을 채워봐요(1/2),Let's fill the fruit jam (1/2),让我们填满果酱（1/2）,填裝果醬(1/2),フルーツジャムを詰めてみよう（1/2）,Lass uns die Fruchtmarmelade abfüllen (1/2),,,,,,,,,,,,,
mission_Fruit_16,과일잼을 채워봐요(2/2),Let's fill the fruit jam (2/2),让我们填满果酱（2/2）,填裝果醬(2/2),フルーツジャムを詰めよう（2/2）,Lass uns die Fruchtmarmelade abfüllen (2/2),,,,,,,,,,,,,
mission_Fruit_17,간판을 설치해요,Install the sign,安装标志,設置招牌,標識を設置する,Hänge das Schild auf,,,,,,,,,,,,,
mission_Fruit_18,벽 장식을 설치해요(1/3),Install the wall decorations (1/3),安装墙面装饰（1/3）,安裝牆面裝飾(1/3),壁飾りを取り付ける（1/3）,Hänge die Wanddeko auf (1/3),,,,,,,,,,,,,
mission_Fruit_19,벽 장식을 설치해요(2/3),Install the wall decorations (2/3),安装墙面装饰（2/3）,安裝牆面裝飾(2/3),壁飾りを取り付ける（2/3）,Hänge die Wanddeko auf (2/3),,,,,,,,,,,,,
mission_Fruit_20,벽 장식을 설치해요(3/3),Install the wall decorations (3/3),安装墙面装饰（3/3）,安裝牆面裝飾(3/3),壁飾りを取り付ける（3/3）,Hänge die Wanddeko auf (3/3),,,,,,,,,,,,,
customer_1001_enter,"""안녕-! 소문듣고 왔어!""","""Hi-! I heard the rumors and came!""",“嗨！我听到传闻就来了！”,「嗨～聽說這家店很棒就跑來了！」,「やあ！噂を聞いて来たよ！」,"""Hi! Ich habe die Gerüchte gehört und bin hergekommen!""",,,,,,,,,,,,,
customer_1001_high,"""역시 기대한 보람이 있네!""","""As expected, it was worth the wait!""",“果然，等待是值得的！”,「果然沒白跑一趟！」,「期待通り、待った甲斐がありました！」,"""Wie erwartet, das Warten hat sich gelohnt!""",,,,,,,,,,,,,
customer_1001_mid,"""조금 아쉽지만 다음엔 또 올게!""","""It was worth the anticipation!""",“值得期待！”,「雖然有點遺憾，下次還會再來！」,「期待しただけの価値はありました！」,"""Es war die Vorfreude wert!""",,,,,,,,,,,,,
customer_1001_left,"""헉… 벌써 다 떨어졌구나..""","""Oh… they’re already sold out.""",“哦……已经卖完了。”,「咦…居然都賣光了…」,「ああ…もう売り切れちゃった。」,"""Oh.. es ist schon ausverkauft.""",,,,,,,,,,,,,
customer_1002_enter,"""냥스타에서 유행하는 빵집이네-!""","""This is the bakery that's trending on Catstagram!""",“这是 Catstagram 上流行的面包店！”,「這可是喵星人圈最火的麵包店呢－！」,「キャットスタグラムで話題のパン屋さんです！」,"""Das ist die Bäckerei, die auf Catstargram trendet!""",,,,,,,,,,,,,
customer_1002_high,"""여기야말로 진짜 핫플이지~""","""This is the real hot spot~""",“这才是真正的热点啊~”,「這裡才是真正的熱門打卡點呀～」,「ここが本当のホットスポットだよ〜」,"""Das ist der wahre Hotspot!""",,,,,,,,,,,,,
customer_1002_mid,"""음… 다음엔 더 맛있게 부탁해!""","""Hmm… please make it more delicious next time!""",“嗯……下次做得更好吃一点吧！”,「嗯…下次請做得更美味些！」,「うーん…次はもっと美味しく作ってください！」,"""Hmm.. bitte mach es nächstes Mal leckerer!""",,,,,,,,,,,,,
customer_1002_left,"""이럴 수가… 냥스타에 올릴 게 없잖아!""","""No way… there’s nothing to post on Catstagram!""",“不可能……Catstagram 上没什么可发的！”,「這怎麼辦…沒東西能發到喵星人平台了！」,「まさか…キャットスタグラムに投稿するものがない！」,"""Nicht im Ernst... hier gibt es nichts zum Posten auf Catstargram!""",,,,,,,,,,,,,
customer_1003_enter,"""킁킁.. 냄새가 좋다!""","""Sniff sniff.. it smells so good!""",“嗅嗅……闻起来真香！”,「嗷嗷…好香啊！」,「クンクン…すごくいい匂い！」,"""Schnüffel schnüffel... es riecht so gut!""",,,,,,,,,,,,,
customer_1003_high,"""헤헤, 오늘도 맛있게 잘 먹었어!""","""Hehe, I enjoyed the meal today as well!""",“呵呵，今天吃饭也很开心啊！”,「嘿嘿，今天也吃得超滿足！」,「ふふ、今日も美味しく頂きました！」,"""Hehe, ich habe das Essen heute wieder sehr genossen!""",,,,,,,,,,,,,
customer_1003_mid,"""조금만 더 있었으면 좋았을텐데…""","""It would have been better if there was a little more…""",“如果再多一点就更好了……”,「要是能再多吃一點就好了…」,「もう少しあったらよかったのに…」,"""Es wäre besser gewesen, wenn es etwas mehr gegeben hätte...""",,,,,,,,,,,,,
customer_1003_left,"""흑… 배고파서 눈물이 나…""","""Sob… I’m so hungry I’m crying…""",“呜呜……饿得我哭了……”,「嗚…餓到想哭了…」,「ううう…お腹が空いて泣けてくる…」,"""Schnief... ich habe so Hunger, ich muss weinen...""",,,,,,,,,,,,,
customer_1004_enter,"""배가 너-무 고파!""","""I'm so- hungry!""",“我好饿啊！”,「肚子餓到不行！」,「すごくお腹空いた！」,"""Ich habe sooo Hunger!""",,,,,,,,,,,,,
customer_1004_high,"""아, 배부르니 기분 최고네!""","""Ah, I feel great now that I'm full!""",“啊，吃饱了感觉好棒啊！”,「啊～吃飽了心情超棒！」,「あぁ、お腹いっぱいになって気持ちいい！」,"""Ah, ich fühle mich toll, jetzt wo ich satt bin!""",,,,,,,,,,,,,
customer_1004_mid,"""조금만 더 있었으면 완벽했을텐데…""","""It would have been perfect if there was just a little more…""",“如果再多一点就完美了……”,「再多吃一點就完美了…」,「もう少しあったら完璧だったのに…」,"""Es wäre perfekt gewesen, wenn es nur ein kleines bisschen mehr gewesen wäre...""",,,,,,,,,,,,,
customer_1004_left,"""헉, 이렇게 허무하게 끝이라고?""","""Wow, is it really over just like that?""",“哇，真的就这么结束了吗？”,「噗，就這樣草草結束了？」,「わあ、本当にそれで終わるの？」,"""Wow, ist das wirklich alles?""",,,,,,,,,,,,,
customer_1005_enter,"""나 바쁘니까 빨리줘야해!""","""I'm busy, so you have to give it to me quickly!""",“我很忙，你得赶紧给我啊！”,「我忙著呢快點給我！」,「忙しいから早く渡してよ！」,"""Ich habe es eilig, also musst du es mir schnell geben!""",,,,,,,,,,,,,
customer_1005_high,"""좋아, 시간 낭비 안 했네!""","""Great, I didn't waste any time!""",“太好了，我没有浪费任何时间！”,「好啦，總算沒白費工夫！」,「よかった、時間を無駄にしなかった！」,"""Toll, ich habe keine Zeit verschwendet!""",,,,,,,,,,,,,
customer_1005_mid,"""흠, 다음엔 더 빨리 처리해 줘.""","""Hmm, please handle it faster next time.""",“嗯，下次处理快点。”,「嗯，下次要更快處理。」,「うーん、次回はもっと早く対応してください。」,"""Hmm, bitte sei nächstes Mal etwas schneller.""",,,,,,,,,,,,,
customer_1005_left,"""아… 이건 진짜 시간 낭비야!""","""Ah… this is a real waste of time!""",“啊……真是浪费时间啊！”,「啊…這根本是浪費時間！」,「ああ…本当に時間の無駄だ！」,"Ah... das ist reine Zeitverschwendung!""",,,,,,,,,,,,,
customer_1006_enter,"""이것도 좋고- 저것도 좋은데?""","""I like this- and I like that too?""",“我喜欢这个——我也喜欢那个？”,「這個也好－那個也不錯？」,「これが好き、あれも好き？」,"""Ich mag das hier... und das mag ich auch?""",,,,,,,,,,,,,
customer_1006_high,"""드디어 고민할 필요가 없었어, 만족이야!""","""Finally, I didn't have to worry, I'm satisfied!""",“终于不用再担心了，我很满意！”,「終於不用煩惱了，好滿足！」,「やっと心配しなくてよくなったので満足です！」,"""Endlich, ich musste mir keine Gedanken machen, ich bin zufrieden!""",,,,,,,,,,,,,
customer_1006_mid,"""나쁘진 않은데… 뭔가 애매하네.""","""It's not bad… but something is a bit off.""",“还不错……但有些不对劲。”,「不算差…但總覺得有點微妙。」,「悪くはないけど…ちょっと何かが違う。」,"""Nicht schlecht...aber irgendwas fehlt.""",,,,,,,,,,,,,
customer_1006_left,"""으악, 이래서 결정을 못 하겠다니까!""","""Ugh, this is why I can't make a decision!""",“唉呀，这就是我无法做出决定的原因！”,「嗚啊，說過這樣根本無法決定嘛！」,「ああ、これだから決断できないんだ！」,"""Manno, das ist, weshalb ich keine Entscheidung treffen kann!""",,,,,,,,,,,,,
customer_1007_enter,"""오늘도 좋은 하루-!""","""Have a nice day today too-!""",“今天也祝你过得愉快！”,「今天也是美好的一天-！」,「今日も良い一日を～！」,"""Hab auch heute einen schönen Tag!""",,,,,,,,,,,,,
customer_1007_high,"""역시 기대한 보람이 있네!""","""It was worth the anticipation!""",“值得期待！”,「果然期待沒有白費！」,「期待しただけの価値はありました！」,"""Es war die Vorfreude wert!""",,,,,,,,,,,,,
customer_1007_mid,"""아쉽지만 만족해!""","""It could've been better, but it's fine""",“本来可以更好，但已经很好了”,「雖然遺憾但很滿足！」,「もっと良くできたかもしれないけど、大丈夫」,"""Es hätte besser sein können, aber es ist okay.""",,,,,,,,,,,,,
customer_1007_left,"""허무하네….""","""How disappointing…""",“真令人失望……”,「好虛無啊…。」,「残念だなぁ…」,"""Wie enttäuschend...""",,,,,,,,,,,,,
customer_1008_enter,"""아무거나 줄래?""","""Surprise me.""",“让我惊喜。”,「隨便給我點什麼？」,「驚かせてよ。」,"""Überrasch mich.""",,,,,,,,,,,,,
customer_1008_high,"""좋아, 잘 즐겼어.""","""Okay, I enjoyed it.""",“好的，我很享受。”,「好，玩得很盡興。」,「はい、楽しかったです。」,"""Okay, ich habe es genossen.""",,,,,,,,,,,,,
customer_1008_mid,"""음… 다음엔 더 오래 머물고 싶네.""",“Hmm… I’d like to stay longer next time.”,“嗯……下次我想多待一会儿。”,「嗯…下次想待更久些。」,「うーん…次はもっと長く滞在したいな。」,"""Hmm... Nächstes Mal würde ich gern länger bleiben.""",,,,,,,,,,,,,
customer_1008_left,"""아… 이건 좀 실망이야.""",“Ah… this is a bit disappointing.”,“啊……有点失望。”,「啊…這個有點失望呢。」,「あぁ…ちょっと残念だな」,"""Ah... das ist ein wenig enttäuschend.""",,,,,,,,,,,,,
customer_1009_enter,"""냥리본에서 나왔습니다.""","""I’m with the Meowchelin Guide.""",“我是喵星人向导。”,「來自喵喵緞帶。」,「ニャーチェリンガイドです。」,"""Ich bin vom Miauchelin Guide.""",,,,,,,,,,,,,
customer_1009_high,"""완벽에 가까운 경험이었습니다.""","""It was a near-perfect experience.""",“这是一次近乎完美的体验。”,「近乎完美的體驗。」,「ほぼ完璧な経験でした。」,"""Es war eine fast perfekte Erfahrung.""",,,,,,,,,,,,,
customer_1009_mid,"""괜찮지만 조금 아쉽군요.""","""It's okay, but it's a little disappointing.""",“还行，就是有点失望。”,「尚可但略感遺憾。」,「まあまあだけど、ちょっと残念だな」,"""Es ist okay, aber etwas enttäuschend.""",,,,,,,,,,,,,
customer_1009_left,"""흠… 다시 오긴 힘들겠네요.""",“Hmm… I guess it’ll be hard to come back again.”,“嗯……看来以后再回来就难了。”,「嗯…恐怕難再造訪了。」,「うーん……また戻ってくるのは難しいかな」,"""Hmm... wahrscheinlich komme ich nicht wieder.""",,,,,,,,,,,,,
UI_Intro_Touch,터치로 시작하세요!,Touch to Start!,触摸开始！,點擊開始！,タッチしてスタート！,"Tippe, um zu beginnen",,,,,,,,,,,,,
UI_Intro_TerminationTitle,서비스 종료 일정 안내,Service Termination Schedule Notice,服务终止时间表通知,服務終止日程公告,サービス終了予定のお知らせ,Nachricht über die Beendigung des Services,,,,,,,,,,,,,
UI_Intro_TerminationExplan1,- 서비스 종료 일정: 2026년 5월 3일 오전 00시,"- Service End Date: 00:00 on May 3, 2026",- 服务结束日期：2026年5月3日00:00,- 服務終止時間：2026年5月3日 凌晨00:00,- サービス終了日：2026年5月3日 00:00,- Ende des Services: 00:00 am 3. Mai 2026 ,,,,,,,,,,,,,
UI_Intro_TerminationExplan2,- 유료 아이템 판매 중지 일정: 2026년 4월 3일 오전 00시,"- Paid item sales discontinuation schedule: 00:00 on April 3, 2026",- 付费商品停止销售时间：2026年4月3日00:00,- 付費道具販售終止時間：2026年4月3日 凌晨00:00,有料アイテム販売終了予定日：2026年4月3日 0時,- Ende des Verkaufs von bezahlbaren Items: 00:00 am 3. April 2026,,,,,,,,,,,,,
UI_Intro_TerminationExplan3,- 구글 플레이 스토어 다운로드 중지 일정: 2026년 4월 3일 오전 00시,"- Google Play Store downloads will be discontinued at 00:00 on April 3, 2026.",- Google Play Store 下载将于 2026 年 4 月 3 日 00:00 停止。,- Google Play商店下載停止時間：2026年4月3日凌晨00:00,- Google Play ストアのダウンロードは、2026 年 4 月 3 日 00:00 に終了します。,- Google Play Store downloads enden: 00:00 am 3. April 2026,,,,,,,,,,,,,
UI_Button_Purchase,구매,purchase,购买,- Google Play商店下載停止時間：2026年4月3日凌晨00:01,購入,kaufen ,,,,,,,,,,,,,
UI_Lobby_Shop,상점,Store,店铺,商店,ショップ,Store,,,,,,,,,,,,,
UI_Lobby_Home,홈,Home,游戏大厅,首頁,ホーム,Home,,,,,,,,,,,,,
UI_Lobby_TodoList,할 일,To-Do List,待办列表,待辦事項,ToDoリスト,To-Do Liste,,,,,,,,,,,,,
UI_Lobby_StageLevel,레벨,Level,等级,等級,レベル,Level,,,,,,,,,,,,,
UI_Lobby_HeartFull,가득 참,Full,充满,滿載,満杯,Voll,,,,,,,,,,,,,
UI_Lobby_Setting,설정,Setting,设置,設定,設定,Einstellungen,,,,,,,,,,,,,
UI_Lobby_Reward,보상받기,Claim Reward,领取奖励,領取獎勵,報酬を受け取る,Belohnung einsammeln,,,,,,,,,,,,,
UI_Popup_GetStartTitle,별 획득,Earn stars,赢取星星,等級,星を獲得,Sterne verdienen,,,,,,,,,,,,,
UI_Popup_GetStartExplan,스테이지를 클리어하여 별을 획득하세요!,Clear the stages to earn stars!,完成各个阶段即可赢得星星！,滿載,ステージをクリアしてスターを獲得しましょう！,"Schließe die Level ab, um Sterne zu verdienen!",,,,,,,,,,,,,
UI_Popup_FallCoin,골드가 부족합니다.,Not enough Coin,没有足够的硬币,沒有足夠的硬幣,コインが足りない,Nicht genug Münzen,,,,,,,,,,,,,
UI_Popup_FallHeartTitle,하트 부족,Lack of hearts,缺乏心,心動不足,ハートがない,fehlende Herzen,,,,,,,,,,,,,
UI_Popup_FallHeartExplan1,하트가 부족합니다.,Not enough hearts,心不够,心動點數不足。,ハートが足りない,nicht genug Herzen,,,,,,,,,,,,,
UI_Popup_FallHeartExplan2,남은 시간을 기다려주세요!,Please wait for the remaining time!,请等待剩余时间！,請等待剩餘時間！,残り時間をお待ちください！,Bitte warte die verbleibende Zeit,,,,,,,,,,,,,
UI_Popup_Ok,확인,Confirm,确认,確認,確認する,Bestätigen,,,,,,,,,,,,,
UI_Setting_Help,도움 및 지원,Help and Support,帮助和支持,協助與支援,ヘルプとサポート,Hilfe und Support,,,,,,,,,,,,,
UI_Setting_Save,저장,Save,节省,儲存,保存,Speichern,,,,,,,,,,,,,
UI_Setting_Reset,초기화,Reset,重置,初始化,リセット,Zurücksetzen,,,,,,,,,,,,,
UI_Setting_UserID,유저 아이디,User ID,用户身份,用戶ID,ユーザーID,User ID,,,,,,,,,,,,,
UI_Setting_SelectLanguage,언어 선택,Select language,选择语言,語言選擇,言語を選択,Sprache auswählen,,,,,,,,,,,,,
UI_Setting_SaveButton,계정 연동,Link Account,账户关联,帳戶綁定,ショップ,Account verbinden,,,,,,,,,,,,,
UI_Shop_WelcomePack,웰컴 패키지,Welcome Package,欢迎礼包,歡迎礼包,ウェルカムパッケージ,Willkommenspaket,,,,,,,,,,,,,
UI_Shop_StarterPack,스타터 패키지,Starter Package,入门包,新手包,スターターパッケージ,Startpaket,,,,,,,,,,,,,
UI_Shop_RemoveAds,광고 제거,Remove ads,移除广告,廣告移除,広告を削除する,Werbung entfernen,,,,,,,,,,,,,
UI_Shop_BakeryPack,베이커리 패키지,Bakery Package,烘焙套餐,廣告移除,ベーカリーパッケージ,Bäckereipaket,,,,,,,,,,,,,
UI_Shop_FreeItems,매일 무료 아이템,Free items every day,每天免费物品,每日免費道具,毎日無料アイテム,jeden Tag kostenlose Items,,,,,,,,,,,,,
UI_Shop_Package1,초보 사장,Newbie Owner,新手业主,新手老闆,新人オーナー,unerfahrener Chef,,,,,,,,,,,,,
UI_Shop_Package2,루키 사장,Rookie Owner,新手老板,菜鳥老闆,新人オーナー,frischgebackener Chef,,,,,,,,,,,,,
UI_Shop_Package3,경력 사장,Experienced Owner,经验丰富的业主,熟練老闆,経験豊富なオーナー,erfahrener Chef,,,,,,,,,,,,,
UI_Shop_Package4,고수 사장,Veteran Owner,资深业主,完美老闆,ベテランオーナー,Meisterchef,,,,,,,,,,,,,
UI_Shop_24hHeart,완벽한 하트 타임,Perfect Heart Time,完美心动时刻,完美老闆,パーフェクトハートタイム,Perfekte Herzzeit,,,,,,,,,,,,,
UI_Shop_FreeExplane1,매일 아이템과 무한 하트(30분)을 얻으세요!,Get daily items and infinite hearts (30 minutes)!,获取每日物品和无限心（30分钟）！,完美老闆,毎日アイテムとハート無限ゲット（30分）！,Erhalte tägliche Items und unbegrenzte Herzen (30 Minuten)!,,,,,,,,,,,,,
UI_Shop_FreeExplane2,오늘은 모든 보상을 받았어요!,I got all the rewards today!,今天的奖励我全部拿到了！,完美老闆,今日は報酬を全部ゲットしました！,Ich habe heute alle Belohnungen bekommen!,,,,,,,,,,,,,
UI_Game_SalesRecipe,판매 레시피,Sales Recipe,销售菜谱,銷售食譜,セールスレシピ,Verkaufsrezept,,,,,,,,,,,,,
UI_Game_BoosterBouse,연속 클리어 보너스,Consecutive Clear Bonus,连续清除奖励,銷售食譜,連続クリアボーナス,Bonus für Erfolgssträhne,,,,,,,,,,,,,
UI_Game_EndBoosterBouse,지금 실패하면 클리어 보너스가 초기화 됩니다.,"If you fail now, your clear bonus will be reset.",如果现在失败，你的清除奖励将被重置。,連續清除獎勵,今失敗するとクリアボーナスがリセットされます。,"Wenn du es nicht schaffst, verlierst du deine Erfolgssträhne ",,,,,,,,,,,,,
UI_Game_BoosterSelect,시작 부스터 선택,Select a starting booster,选择起始助推器,選擇起始加速器,開始ブースターを選択,Wähle einen Startbooster,,,,,,,,,,,,,
UI_Game_Start,게임 시작,Start the game,开始游戏,開始遊戲,ゲームを始める,Spiel starten,,,,,,,,,,,,,
UI_Game_MakingDonuts,도넛 만드는 중.....,Making donuts.....,做甜甜圈.....,製作甜甜圈中.....,ドーナツを作っています.....,Donuts machen.....,,,,,,,,,,,,,
UI_Game_OrderList,주문 목록,Order List,订单列表,訂單清單,注文リスト,Beenden,,,,,,,,,,,,,
UI_Game_FinishButton,종료,Exit,出口,結束,出口,Ende,,,,,,,,,,,,,
UI_Game_ADButton,광고보기,Watch Ad,观看广告,觀看廣告,広告を見る,Werbung ansehen,,,,,,,,,,,,,
UI_Game_RetryButton,다시하기,Retry,重试,重試,リトライ,erneut versuchen,,,,,,,,,,,,,
UI_Result_GoodJob,잘했어요!,Good job!,好工作！,做得好！,よくやった！,Gute Arbeit!,,,,,,,,,,,,,
UI_Result_PressToContinue,눌러서 계속하기,Press to continue,按继续,點擊繼續,続行するには押してください,Weiter,,,,,,,,,,,,,
UI_Result_DoubleCoin,x2 코인,x2 coins,x2 硬币,x2 硬幣,コイン2枚,x2 Münzen,,,,,,,,,,,,,
UI_Result_KeepPlaying,계속 플레이,Keep playing,继续玩,繼續遊玩,プレイを続ける,weiterspielen,,,,,,,,,,,,,
UI_Result_ExtendPatience,손님의 인내심을 50% 늘려 계속 플레이 하세요!,Increase your guest's patience by 50% and keep them playing!,让您的客人的耐心提高 50% 并让他们继续玩！,提升顧客耐心50%繼續遊玩！,ゲストの忍耐力を 50% 増加させて、プレイし続けさせましょう。,Erhöhe die Geduld deiner Kunden um 50% und spiele weiter,,,,,,,,,,,,,
UI_Result_ViewAd,광고보기,Watch Ad,观看广告,觀看廣告,広告を見る,Werbung ansehen,,,,,,,,,,,,,
UI_Result_StageEnd,스테이지 종료,End of stage,阶段结束,關卡結束,ステージ終了,Level Ende,,,,,,,,,,,,,
UI_Result_HeartLost,하트를 잃게 됩니다,You will lost a heart,你会失去一颗心,將失去心形道具,あなたは心を失うでしょう,Du verlierst ein Herz,,,,,,,,,,,,,
UI_Result_Quit,종료,Exit,出口,結束,出口,Ende,,,,,,,,,,,,,
UI_Setting_BGMSelect,BGM 설정,BGM settings,BGM设置,BGM設定,BGM設定,Hintergrundmusik einstellen,,,,,,,,,,,,,
UI_Setting_LobbyBGM,로비 BGM,Lobby BGM,大厅背景音乐,大廳BGM,ロビーBGM,Lobby Musik,,,,,,,,,,,,,
Resident_Toto_Line1,천천히 고를래요,I want to choose slowly,我想慢慢选择,慢慢挑選吧,ゆっくり選びたい,Ich möchte mir bei der Auswahl Zeit lassen,,,,,,,,,,,,,
Resident_Toto_Line2,차랑 먹고 싶네요,I want to eat with tea,我想吃茶,想吃點心啦,お茶と一緒に食べたい,Ich möchte Tee zum Essen,,,,,,,,,,,,,
Resident_Toto_Line3,햇살이 포근해요,The sunshine is warm,阳光很温暖,陽光好溫暖,日差しは暖かい,Der Sonnenschein ist warm,,,,,,,,,,,,,
Resident_Toto_Line4,오늘은 뭐가 맛있죠?,What's delicious today?,今天有什么好吃的？,今天有什麼好吃呢？,今日は何が美味しいですか？,Was gibts heute Leckeres?,,,,,,,,,,,,,
Resident_LuLu_Line1,"""오늘 날씨 좋죠?""","""Is the weather nice today?""",“今天天气好吗？”,「今天天氣真好呢？」,「今日はいい天気ですか？」,"""Ist heute schönes Wetter?""",,,,,,,,,,,,,
Resident_LuLu_Line2,"""신메뉴 나왔어요?""","""Is there a new menu?""",“有新菜单吗？”,「有新菜單嗎？」,「新しいメニューはありますか？」,"""Gibt es etwas Neues auf der Karte?""",,,,,,,,,,,,,
Resident_LuLu_Line3,"""따뜻한 빵 좋아요.""","""I like warm bread.""",“我喜欢热面包。”,「喜歡熱騰騰的麵包。」,「温かいパンが好きです。」,"""Ich mag warmes Brot.""",,,,,,,,,,,,,
Resident_LuLu_Line4,"""아침 산책했어요.""","""I went for a walk this morning.""",“我今天早上出去散步了。”,「早上散步回來了。」,「今朝は散歩に行きました。」,"""Ich bin heute morgen spazieren gegangen.""",,,,,,,,,,,,,
Resident_Bambi_Line1,"""뿔 다치지 않았죠?""","""Your horn isn't hurt, is it?""",“你的角没受伤吧？”,「角沒受傷吧？」,「角は傷ついてないよね？」,"""Dein Horn ist nicht verletzt, oder?""",,,,,,,,,,,,,
Resident_Bambi_Line2,"""오늘은 달콤한 거!""","""Something sweet today!""",“今天来点甜的！”,「今天要甜食！」,「今日は甘いもの！」,"""Etwas Süßes heute!""",,,,,,,,,,,,,
Resident_Bambi_Line3,"""인기 메뉴 뭐예요?""","""What's the popular menu?""",“有什么受欢迎的菜单吗？”,「人氣餐點是什麼？」,「人気のメニューは何ですか？」,"""Was ist die Spezialität des Hauses?""",,,,,,,,,,,,,
Resident_Bambi_Line4,"""바람이 시원해요.""","""The wind is cool.""",“风很凉。”,「微風好清爽。」,「風が涼しいですね。」,"""Der Wind ist kühl.""",,,,,,,,,,,,,
Resident_Leo_Line1,"""운동 끝나고 왔어요.""","""I just came back after working out.""",“我刚健身回来。”,「運動結束才來。」,「トレーニングを終えて戻ってきたところです。」,"""Ich komme gerade vom Sport.""",,,,,,,,,,,,,
Resident_Leo_Line2,"""사자도 빵 좋아해요.""","""Even lions like bread.""",“就连狮子也喜欢面包。”,「獅子也愛吃麵包。」,「ライオンだってパンが好き。」,"""Sogar Löwen mögen Brot.""",,,,,,,,,,,,,
Resident_Leo_Line3,"""하품하다 놀랐죠?""","""You were surprised when I yawned, right?""",“当我打哈欠时你很惊讶，对吗？”,「打哈欠嚇到自己了吧？」,「あくびしたらびっくりしたでしょ？」,"""Du warst überrascht, als ich gegähnt hab, oder?""",,,,,,,,,,,,,
Resident_Leo_Line4,"""힘내려면 단 게 필요!""","""I need something sweet to cheer up!""",“我需要一些甜食来让我高兴起来！”,「需要甜食提神！」,「元気を出すために何か甘いものが欲しい！」,"""Ich brauche etwas Süßes, um mich aufzumuntern!""",,,,,,,,,,,,,
Resident_Momo_Line1,"""점프하다 왔어요!""","""I came here to jump!""",“我来这里就是为了跳！”,「 剛跳完繩過來！」,「ジャンプするために来たのよ！」,"""Ich bin hierher gehüpft!""",,,,,,,,,,,,,
Resident_Momo_Line2,"""귀 간지럽네요~""","""My ears are ticklish~""",“我的耳朵好痒啊~”,「耳朵好癢呀～」,「耳がくすぐったい～」,"""Meine Ohren sind kitzelig.""",,,,,,,,,,,,,
Resident_Momo_Line3,"""오늘은 어떤 거요?""","""What's up today?""",“今天有什么事吗？”,「今天想吃什麼呢？」,「今日は何の日？」,"""Was ist heute los?""",,,,,,,,,,,,,
Resident_Momo_Line4,"""기분이 가벼워요.""","""I feel light.""",“我感觉很轻松。”,「心情好輕盈。」,「体が軽くなった気がします。」,"""Ich fühle mich leicht.""",,,,,,,,,,,,,
Resident_Kiki_Line1,"""비 올 것 같지 않아요?""","""Doesn't it look like it's going to rain?""",“看起来不像要下雨的样子吗？”,「感覺不會下雨吧？」,「雨が降りそうじゃない？」,"""Sieht es nicht aus, als würde es bald regnen?""",,,,,,,,,,,,,
Resident_Kiki_Line2,"""버섯빵 있나요?""","""Do you have mushroom bread?""",“你们有蘑菇面包吗？”,「有蘑菇麵包嗎？」,「きのこパンはありますか？」,"""Gibt es Pilzbrot?""",,,,,,,,,,,,,
Resident_Kiki_Line3,"""따뜻한 게 좋아요.""","""I like it warm.""",“我喜欢温暖。”,「喜歡熱騰騰的。」,「温かいのが好きです。」,"""Ich mag es warm.""",,,,,,,,,,,,,
Resident_Kiki_Line4,"""여긴 포근하네요.""","""It's warm here.""",“这里很暖和。”,「這裡好溫暖呢。」,「ここは暖かいですね。」,"""Es ist warm hier.""",,,,,,,,,,,,,
Resident_Uni_Line1,"""아침부터 배고파요.""","""I'm hungry since morning.""",“我从早上就饿了。”,「從早上就餓了。」,「朝からお腹が空いた。」,"""Ich habe seit dem Morgen Hunger.""",,,,,,,,,,,,,
Resident_Uni_Line2,"""꿀빵 있나요?""","""Do you have honey bread?""",“你们有蜂蜜面包吗？”,「有蜂蜜麵包嗎？」,「ハニーブレッドはありますか？」,"""Gibt es Honigbrot?""",,,,,,,,,,,,,
Resident_Uni_Line3,"""우유랑 먹고 싶네요.""","""I want to eat it with milk.""",“我想和牛奶一起吃。”,"「想配牛奶吃。""",「牛乳と一緒に食べたいです。」,"""Ich möchte es mit Milch essen.""",,,,,,,,,,,,,
Resident_Uni_Line4,"""달콤하면 힘나요.""","""Sweetness gives me strength.""",“甜蜜给予我力量。”,「甜食能補充能量呢。」,「甘さは私に強さを与えてくれる。」,"""Süßes gibt mir Kraft.""",,,,,,,,,,,,,
Resident_Milo_Line1,"""밤새 책 봤어요.""","""I read books all night.""",“我整晚都在看书。”,「熬夜看書了。」,「私は一晩中本を読みます。」,"""Ich habe die ganze Nacht Bücher gelesen.""",,,,,,,,,,,,,
Resident_Milo_Line2,"""졸려도 빵은 좋아.""","""Even if I'm sleepy, I still like bread.""",“即使我很困，我仍然喜欢吃面包。”,「再睏也愛吃麵包。」,「眠くてもパンは好きです。」,"""Auch wenn ich müde bin, mag ich Brot.""",,,,,,,,,,,,,
